<<<<<<< Updated upstream
<5> <VQ058CQ> <14/1/2026 5:43:19.560>
<5> <JR854UH> <14/1/2026 5:43:5.805>
<5> <QS204GC> <14/1/2026 5:47:26.212>
<5> <DC624UY> <14/1/2026 5:39:17.885>
<3> <RH524SG> <14/1/2026 5:23:45.442>
<4> <RH524SG> <14/1/2026 5:34:14.515>
<5> <RH524SG> <14/1/2026 5:43:22.216>
<1> <VL415UP> <14/1/2026 5:3:41.019>
<2> <VL415UP> <14/1/2026 5:10:24.322>
<3> <VL415UP> <14/1/2026 5:16:47.301>
<1> <JW001RW> <14/1/2026 5:3:52.214>
<2> <JW001RW> <14/1/2026 5:11:58.701>
<6> <SK942XP> <14/1/2026 5:58:48.541>
<4> <GQ430HE> <14/1/2026 5:33:28.568>
<5> <GQ430HE> <14/1/2026 5:45:53.363>
<3> <WD333UI> <14/1/2026 5:25:17.530>
<6> <ZP818CS> <14/1/2026 6:9:50.389>
<5> <JD918UP> <14/1/2026 5:38:8.869>
<6> <JD918UP> <14/1/2026 5:46:21.531>
<5> <JP140GQ> <14/1/2026 5:40:26.597>
<6> <JP140GQ> <14/1/2026 5:47:45.187>
<2> <WE586QM> <14/1/2026 5:17:0.493>
<3> <WE586QM> <14/1/2026 5:23:42.727>
<3> <TG351RP> <14/1/2026 5:27:2.356>
<4> <TG351RP> <14/1/2026 5:34:30.224>
<4> <UG696EI> <14/1/2026 5:39:48.732>
<5> <UG696EI> <14/1/2026 5:48:27.178>
<5> <AA130CJ> <14/1/2026 5:49:26.556>
<6> <AA130CJ> <14/1/2026 5:59:17.414>
<1> <PT695KM> <14/1/2026 5:11:45.305>
<2> <PT695KM> <14/1/2026 5:22:41.405>
<3> <PT695KM> <14/1/2026 5:34:11.392>
<4> <PT695KM> <14/1/2026 5:42:48.938>
<5> <FC552MB> <14/1/2026 5:43:43.965>
<3> <WO361UX> <14/1/2026 5:30:45.431>
<4> <WO361UX> <14/1/2026 5:38:12.636>
<5> <WO361UX> <14/1/2026 5:47:52.678>
<5> <EP030KI> <14/1/2026 5:40:46.978>
<5> <VV817IB> <14/1/2026 5:38:58.715>
<6> <VV817IB> <14/1/2026 5:46:55.536>
<2> <KZ264PC> <14/1/2026 5:15:13.267>
<6> <CK296VY> <14/1/2026 5:54:30.421>
<3> <YQ057ZM> <14/1/2026 5:36:34.071>
<4> <YQ057ZM> <14/1/2026 5:48:11.274>
<5> <YQ057ZM> <14/1/2026 6:0:38.497>
<1> <RR946YE> <14/1/2026 5:7:16.610>
<2> <RR946YE> <14/1/2026 5:15:35.855>
<3> <RR946YE> <14/1/2026 5:24:57.357>
<4> <RR946YE> <14/1/2026 5:34:25.840>
<3> <FV472EY> <14/1/2026 5:28:9.402>
<1> <LM465VO> <14/1/2026 5:11:39.154>
<2> <LM465VO> <14/1/2026 5:24:48.242>
<3> <LM465VO> <14/1/2026 5:35:18.320>
<4> <LM465VO> <14/1/2026 5:45:35.998>
<5> <LM465VO> <14/1/2026 5:53:47.449>
<6> <LM465VO> <14/1/2026 6:2:16.194>
<3> <HU795ZM> <14/1/2026 5:29:32.966>
<4> <HU795ZM> <14/1/2026 5:37:20.499>
<6> <IB245AM> <14/1/2026 6:2:13.875>
<4> <NE053QJ> <14/1/2026 5:31:53.451>
<5> <NE053QJ> <14/1/2026 5:38:14.523>
<1> <NT613NY> <14/1/2026 5:11:24.657>
<2> <NT613NY> <14/1/2026 5:20:20.547>
<3> <NT613NY> <14/1/2026 5:31:57.781>
<3> <OP808UK> <14/1/2026 5:22:49.345>
<4> <OP808UK> <14/1/2026 5:32:25.037>
<5> <OP808UK> <14/1/2026 5:39:49.973>
<2> <JS217YF> <14/1/2026 5:15:31.539>
<3> <JS217YF> <14/1/2026 5:25:40.229>
<3> <CV501UY> <14/1/2026 5:29:2.823>
<5> <VT221DX> <14/1/2026 5:38:7.999>
<0> <LP286ZB> <14/1/2026 5:1:0.463>
<1> <LP286ZB> <14/1/2026 5:10:10.983>
<2> <LP286ZB> <14/1/2026 5:19:4.688>
<3> <LP286ZB> <14/1/2026 5:27:31.731>
<1> <FV779AY> <14/1/2026 5:7:43.740>
<2> <FV779AY> <14/1/2026 5:15:47.380>
<3> <FV779AY> <14/1/2026 5:28:16.103>
<4> <FV779AY> <14/1/2026 5:41:22.150>
<5> <FV779AY> <14/1/2026 5:49:52.788>
<4> <WM026FZ> <14/1/2026 5:33:10.580>
<5> <WM026FZ> <14/1/2026 5:42:47.963>
<1> <NJ514DK> <14/1/2026 5:7:34.405>
<2> <NJ514DK> <14/1/2026 5:14:5.306>
<3> <NJ514DK> <14/1/2026 5:25:37.423>
<4> <AB394QE> <14/1/2026 5:37:20.542>
<2> <QS844HA> <14/1/2026 5:21:57.431>
<3> <QS844HA> <14/1/2026 5:32:56.052>
<4> <QS844HA> <14/1/2026 5:41:25.966>
<0> <ZZ226BX> <14/1/2026 5:1:15.491>
<1> <ZZ226BX> <14/1/2026 5:9:12.854>
<2> <ZZ226BX> <14/1/2026 5:16:53.320>
<3> <FL037VV> <14/1/2026 5:24:19.966>
<2> <FO780LD> <14/1/2026 5:20:55.130>
<3> <FO780LD> <14/1/2026 5:28:6.268>
<3> <CB919PP> <14/1/2026 5:26:23.645>
<4> <CB919PP> <14/1/2026 5:34:33.109>
<6> <CB982MH> <14/1/2026 5:58:58.162>
<6> <XI423HV> <14/1/2026 5:46:43.114>
<3> <MW567VE> <14/1/2026 5:33:40.764>
<1> <ZI101KQ> <14/1/2026 5:13:10.817>
<2> <ZI101KQ> <14/1/2026 5:22:16.272>
<3> <ZI101KQ> <14/1/2026 5:30:4.027>
<4> <ZI101KQ> <14/1/2026 5:39:24.343>
<5> <ZI101KQ> <14/1/2026 5:50:50.176>
<1> <IQ505KC> <14/1/2026 5:12:56.798>
<2> <IQ505KC> <14/1/2026 5:19:44.933>
<1> <HE973CP> <14/1/2026 5:12:38.129>
<2> <HE973CP> <14/1/2026 5:19:10.859>
<3> <HE973CP> <14/1/2026 5:25:29.807>
<4> <HE973CP> <14/1/2026 5:32:34.730>
<2> <TA258JN> <14/1/2026 5:24:21.104>
<3> <TA258JN> <14/1/2026 5:31:27.140>
<4> <TA258JN> <14/1/2026 5:38:7.772>
<2> <AY241DR> <14/1/2026 5:20:50.415>
<3> <AY241DR> <14/1/2026 5:30:23.960>
<4> <AY241DR> <14/1/2026 5:36:46.939>
<5> <AY241DR> <14/1/2026 5:46:30.174>
<6> <AY241DR> <14/1/2026 5:58:9.965>
<1> <ED873MH> <14/1/2026 5:16:0.742>
<2> <ED873MH> <14/1/2026 5:28:11.948>
<3> <ED873MH> <14/1/2026 5:38:9.177>
<4> <ED873MH> <14/1/2026 5:46:2.309>
<5> <ED873MH> <14/1/2026 5:53:9.148>
<6> <ED873MH> <14/1/2026 6:0:57.121>
<6> <TW773TB> <14/1/2026 5:56:3.708>
<5> <BQ600VI> <14/1/2026 5:46:36.679>
<4> <KF516KJ> <14/1/2026 5:33:44.339>
<5> <KF516KJ> <14/1/2026 5:40:16.881>
<6> <KF516KJ> <14/1/2026 5:46:46.070>
<3> <NV496RR> <14/1/2026 5:32:36.549>
<2> <HW743UH> <14/1/2026 5:23:39.551>
<3> <HW743UH> <14/1/2026 5:33:49.166>
<4> <HW743UH> <14/1/2026 5:43:44.208>
<5> <HW743UH> <14/1/2026 5:50:55.932>
<4> <RT441WX> <14/1/2026 5:35:48.720>
<5> <RT441WX> <14/1/2026 5:46:29.261>
<6> <RT441WX> <14/1/2026 5:57:42.191>
<3> <RU232WP> <14/1/2026 5:32:23.166>
<4> <RU232WP> <14/1/2026 5:39:16.971>
<3> <BA130DH> <14/1/2026 5:28:23.151>
<4> <BA130DH> <14/1/2026 5:35:23.910>
<3> <MQ138DS> <14/1/2026 5:26:40.286>
<4> <MQ138DS> <14/1/2026 5:38:0.156>
<2> <HZ221NY> <14/1/2026 5:22:11.508>
<1> <UA536AS> <14/1/2026 5:12:58.909>
<1> <LU763GU> <14/1/2026 5:14:32.209>
<2> <LU763GU> <14/1/2026 5:21:40.781>
<3> <LU763GU> <14/1/2026 5:29:18.879>
<4> <LU763GU> <14/1/2026 5:36:52.923>
<3> <BU288DC> <14/1/2026 5:35:25.555>
<4> <BU288DC> <14/1/2026 5:42:14.973>
<1> <US074ZZ> <14/1/2026 5:12:11.864>
<2> <US074ZZ> <14/1/2026 5:21:24.017>
<3> <US074ZZ> <14/1/2026 5:33:51.642>
<4> <US074ZZ> <14/1/2026 5:48:30.478>
<5> <US074ZZ> <14/1/2026 6:3:21.059>
<2> <YE964TN> <14/1/2026 5:18:57.052>
<3> <YE964TN> <14/1/2026 5:27:42.599>
<2> <GJ850WQ> <14/1/2026 5:26:3.319>
<3> <GJ850WQ> <14/1/2026 5:34:1.649>
<4> <GJ850WQ> <14/1/2026 5:41:23.367>
<5> <GJ850WQ> <14/1/2026 5:51:33.235>
<6> <BT501BI> <14/1/2026 6:4:24.445>
<1> <PM226MW> <14/1/2026 5:19:53.888>
<2> <PM226MW> <14/1/2026 5:29:34.533>
<4> <EX020QE> <14/1/2026 5:41:59.758>
<4> <TH665TC> <14/1/2026 5:36:54.528>
<1> <MX625MV> <14/1/2026 5:18:49.911>
<2> <MX625MV> <14/1/2026 5:28:16.840>
<3> <NJ406YT> <14/1/2026 5:34:44.953>
<1> <XR870YQ> <14/1/2026 5:13:37.506>
<2> <XR870YQ> <14/1/2026 5:25:30.123>
<0> <BU993VW> <14/1/2026 5:5:5.694>
<1> <BU993VW> <14/1/2026 5:12:58.771>
<5> <WG106DT> <14/1/2026 5:44:35.947>
<5> <FD516LY> <14/1/2026 6:2:24.530>
<6> <FD516LY> <14/1/2026 6:12:41.469>
<0> <DX886ZU> <14/1/2026 5:7:23.251>
<4> <PD684ZU> <14/1/2026 5:45:13.686>
<5> <PD684ZU> <14/1/2026 5:54:36.186>
<6> <PD684ZU> <14/1/2026 6:3:21.901>
<4> <ZK539PW> <14/1/2026 5:35:6.388>
<5> <ZK539PW> <14/1/2026 5:44:2.437>
<6> <ZK539PW> <14/1/2026 5:51:21.462>
<2> <HH963YU> <14/1/2026 5:20:9.903>
<3> <HH963YU> <14/1/2026 5:30:2.249>
<4> <HH963YU> <14/1/2026 5:41:23.324>
<5> <HH963YU> <14/1/2026 5:52:30.090>
<2> <RH659CG> <14/1/2026 5:21:38.029>
<3> <RH659CG> <14/1/2026 5:28:22.523>
<3> <AW255VP> <14/1/2026 5:37:22.018>
<4> <AW255VP> <14/1/2026 5:46:50.560>
<4> <OP053ZB> <14/1/2026 5:45:19.031>
<5> <OP053ZB> <14/1/2026 5:55:57.115>
<1> <BK832DJ> <14/1/2026 5:18:25.535>
<2> <BK832DJ> <14/1/2026 5:24:48.514>
<6> <UW110MU> <14/1/2026 6:3:6.401>
<0> <AL640ZP> <14/1/2026 5:7:3.226>
<1> <AL640ZP> <14/1/2026 5:16:13.659>
<1> <HA961FV> <14/1/2026 5:15:32.033>
<2> <HA961FV> <14/1/2026 5:22:3.337>
<3> <HA961FV> <14/1/2026 5:31:31.707>
<4> <HA961FV> <14/1/2026 5:43:54.107>
<5> <HA961FV> <14/1/2026 5:55:0.939>
<6> <HA961FV> <14/1/2026 6:3:44.468>
<3> <JQ570LG> <14/1/2026 5:37:25.437>
<4> <JQ570LG> <14/1/2026 5:43:50.464>
<6> <EU372ML> <14/1/2026 5:56:58.006>
<5> <WC971FF> <14/1/2026 6:0:20.032>
<6> <WC971FF> <14/1/2026 6:9:37.403>
<3> <OM779QG> <14/1/2026 5:35:8.123>
<4> <OM779QG> <14/1/2026 5:47:26.148>
<5> <OM779QG> <14/1/2026 5:57:25.132>
<6> <OM779QG> <14/1/2026 6:5:8.823>
<6> <SB581NM> <14/1/2026 6:0:20.177>
<5> <OD288IJ> <14/1/2026 5:56:34.230>
<6> <OD288IJ> <14/1/2026 6:7:55.325>
<4> <RT412LX> <14/1/2026 5:45:56.743>
<5> <RT412LX> <14/1/2026 5:53:34.822>
<1> <HN499PR> <14/1/2026 5:13:43.628>
<2> <HN499PR> <14/1/2026 5:21:1.737>
<3> <HN499PR> <14/1/2026 5:29:51.149>
<4> <HN499PR> <14/1/2026 5:38:9.247>
<4> <ZG512IG> <14/1/2026 5:47:58.513>
<5> <ZG512IG> <14/1/2026 5:55:30.762>
<0> <NO171PX> <14/1/2026 5:7:44.413>
<1> <NO171PX> <14/1/2026 5:15:5.764>
<2> <NO171PX> <14/1/2026 5:21:45.764>
<3> <NO171PX> <14/1/2026 5:28:19.924>
<4> <NO171PX> <14/1/2026 5:35:32.963>
<5> <NO171PX> <14/1/2026 5:45:32.875>
<3> <EI759MX> <14/1/2026 5:28:10.200>
<4> <EI759MX> <14/1/2026 5:34:47.990>
<5> <EI759MX> <14/1/2026 5:45:13.926>
<1> <BS086QE> <14/1/2026 5:17:47.340>
<3> <GD047OL> <14/1/2026 5:31:39.132>
<4> <GD047OL> <14/1/2026 5:38:40.184>
<5> <GD047OL> <14/1/2026 5:50:25.221>
<6> <DS953QN> <14/1/2026 6:1:40.471>
<0> <GD109XB> <14/1/2026 5:7:55.522>
<1> <GD109XB> <14/1/2026 5:15:2.111>
<2> <GD109XB> <14/1/2026 5:23:58.197>
<3> <GD109XB> <14/1/2026 5:35:43.054>
<0> <NN690VC> <14/1/2026 5:9:0.605>
<1> <NN690VC> <14/1/2026 5:21:10.189>
<2> <NN690VC> <14/1/2026 5:30:3.484>
<3> <NN690VC> <14/1/2026 5:39:4.007>
<4> <NN690VC> <14/1/2026 5:47:20.559>
<4> <IS022PW> <14/1/2026 5:39:56.498>
<5> <IS022PW> <14/1/2026 5:50:21.827>
<4> <VM508RT> <14/1/2026 5:42:49.766>
<4> <OE518EU> <14/1/2026 5:39:48.501>
<1> <MK781ZA> <14/1/2026 5:17:5.952>
<2> <MK781ZA> <14/1/2026 5:29:58.283>
<3> <MK781ZA> <14/1/2026 5:38:7.579>
<3> <GW782XL> <14/1/2026 5:38:47.734>
<4> <GW782XL> <14/1/2026 5:47:0.884>
<5> <GW782XL> <14/1/2026 5:54:4.722>
<6> <GW782XL> <14/1/2026 6:0:56.563>
<2> <NR979MQ> <14/1/2026 5:31:59.164>
<3> <NR979MQ> <14/1/2026 5:38:20.116>
<4> <NR979MQ> <14/1/2026 5:45:57.659>
<2> <BS255PP> <14/1/2026 5:27:48.773>
<3> <BS255PP> <14/1/2026 5:35:51.162>
<4> <BS255PP> <14/1/2026 5:47:27.747>
<4> <JA474NM> <14/1/2026 5:45:29.907>
<5> <JA474NM> <14/1/2026 5:55:33.848>
<2> <WR291VO> <14/1/2026 5:32:6.713>
<3> <WR291VO> <14/1/2026 5:40:57.570>
<4> <WR291VO> <14/1/2026 5:51:14.772>
<2> <PF386WX> <14/1/2026 5:34:1.692>
<3> <PF386WX> <14/1/2026 5:43:9.284>
<4> <PF386WX> <14/1/2026 5:52:2.621>
<5> <PF386WX> <14/1/2026 6:1:27.503>
<6> <PF386WX> <14/1/2026 6:8:51.947>
<5> <UN182DY> <14/1/2026 5:57:31.453>
<6> <UN182DY> <14/1/2026 6:11:9.291>
<6> <JP995OW> <14/1/2026 6:10:36.305>
<2> <ZQ512YI> <14/1/2026 5:27:56.028>
<3> <ZQ512YI> <14/1/2026 5:37:47.284>
<4> <ZQ512YI> <14/1/2026 5:49:11.469>
<6> <YI719XJ> <14/1/2026 6:8:18.622>
<5> <BG914RN> <14/1/2026 5:45:23.866>
<6> <BG914RN> <14/1/2026 5:53:44.911>
<6> <UD547OE> <14/1/2026 6:7:21.497>
<0> <ZN439YM> <14/1/2026 5:10:28.489>
<1> <ZN439YM> <14/1/2026 5:19:58.864>
<2> <ZN439YM> <14/1/2026 5:29:2.075>
<3> <ZN439YM> <14/1/2026 5:39:14.163>
<4> <ZN439YM> <14/1/2026 5:46:59.097>
<5> <ZN439YM> <14/1/2026 5:57:55.246>
<6> <BK612PY> <14/1/2026 6:4:41.513>
<2> <TE499QF> <14/1/2026 5:29:2.308>
<3> <TE499QF> <14/1/2026 5:36:21.406>
<4> <TE499QF> <14/1/2026 5:44:56.363>
<5> <TE499QF> <14/1/2026 5:55:15.902>
<4> <AA717XC> <14/1/2026 5:51:3.185>
<5> <AA717XC> <14/1/2026 6:2:48.398>
<6> <AA717XC> <14/1/2026 6:12:54.941>
<1> <FD401HX> <14/1/2026 5:18:4.734>
<6> <UV544QB> <14/1/2026 6:3:11.607>
<6> <GM486AT> <14/1/2026 6:5:0.060>
<6> <NV663VT> <14/1/2026 6:6:11.367>
<4> <ZR906GT> <14/1/2026 5:45:24.403>
<3> <OQ831ZR> <14/1/2026 5:34:19.263>
<1> <GI696NW> <14/1/2026 5:18:6.802>
<1> <IB442YP> <14/1/2026 5:18:10.529>
<2> <IB442YP> <14/1/2026 5:26:21.767>
<1> <QO460FC> <14/1/2026 5:25:11.629>
<2> <QO460FC> <14/1/2026 5:34:6.946>
<3> <QO460FC> <14/1/2026 5:42:28.375>
<4> <QO460FC> <14/1/2026 5:52:49.000>
<5> <QO460FC> <14/1/2026 6:4:9.299>
<3> <ED704TE> <14/1/2026 5:40:34.527>
<4> <ED704TE> <14/1/2026 5:48:0.256>
<5> <FC703YD> <14/1/2026 6:1:49.932>
<3> <QL867DH> <14/1/2026 5:43:9.095>
<4> <QL867DH> <14/1/2026 5:51:54.383>
<5> <QL867DH> <14/1/2026 5:59:59.011>
<6> <QL867DH> <14/1/2026 6:6:41.782>
<1> <YC898HL> <14/1/2026 5:25:33.960>
<2> <YC898HL> <14/1/2026 5:32:3.150>
<4> <AA935KW> <14/1/2026 5:43:47.991>
<5> <AA935KW> <14/1/2026 5:50:42.166>
<6> <DC228QU> <14/1/2026 6:9:53.656>
<5> <VT755IO> <14/1/2026 5:55:10.485>
<6> <VT755IO> <14/1/2026 6:1:35.512>
<4> <SC783QS> <14/1/2026 5:53:34.795>
<5> <SC783QS> <14/1/2026 6:4:22.148>
<5> <RK551OZ> <14/1/2026 5:51:40.580>
<3> <FO246QO> <14/1/2026 5:35:16.955>
<4> <FO246QO> <14/1/2026 5:41:40.779>
<5> <FO246QO> <14/1/2026 5:50:18.453>
<6> <RJ540JW> <14/1/2026 6:16:32.940>
<2> <WT480OM> <14/1/2026 5:34:40.877>
<3> <WT480OM> <14/1/2026 5:42:6.559>
<2> <SA428DF> <14/1/2026 5:36:40.777>
<3> <SA428DF> <14/1/2026 5:46:18.934>
<4> <SA428DF> <14/1/2026 5:54:44.138>
<5> <SA428DF> <14/1/2026 6:7:20.773>
<6> <SA428DF> <14/1/2026 6:15:22.300>
<5> <WA975NZ> <14/1/2026 5:48:52.995>
<3> <LH959PR> <14/1/2026 5:50:9.697>
<4> <LH959PR> <14/1/2026 5:56:36.794>
<1> <JL919MN> <14/1/2026 5:27:16.492>
<4> <VR666ZF> <14/1/2026 5:47:58.216>
<5> <VR666ZF> <14/1/2026 5:56:36.201>
<6> <VR666ZF> <14/1/2026 6:6:45.432>
<4> <TS738QG> <14/1/2026 5:45:27.257>
<5> <TS738QG> <14/1/2026 5:54:42.836>
<6> <TS738QG> <14/1/2026 6:4:27.121>
<3> <LZ608QA> <14/1/2026 5:41:1.336>
<4> <LZ608QA> <14/1/2026 5:48:36.969>
<5> <LZ608QA> <14/1/2026 6:0:30.772>
<1> <AS621UK> <14/1/2026 5:27:24.322>
<2> <AS621UK> <14/1/2026 5:34:6.557>
<3> <AS621UK> <14/1/2026 5:42:1.949>
<4> <AS621UK> <14/1/2026 5:49:50.396>
<5> <AS621UK> <14/1/2026 5:56:17.492>
<6> <AS621UK> <14/1/2026 6:3:9.024>
<3> <OT144VE> <14/1/2026 5:35:41.260>
<4> <OT144VE> <14/1/2026 5:49:38.470>
<5> <OT144VE> <14/1/2026 6:2:6.044>
<6> <OT144VE> <14/1/2026 6:14:4.342>
<1> <XC986EJ> <14/1/2026 5:22:46.520>
<2> <XC986EJ> <14/1/2026 5:31:19.772>
<3> <XC986EJ> <14/1/2026 5:43:42.284>
<4> <XC986EJ> <14/1/2026 5:55:17.338>
<1> <ZN408RA> <14/1/2026 5:24:2.914>
<2> <ZN408RA> <14/1/2026 5:32:7.655>
<3> <ZN408RA> <14/1/2026 5:39:52.117>
<2> <BE239ZW> <14/1/2026 5:37:3.693>
<3> <BE239ZW> <14/1/2026 5:46:49.746>
<4> <BE239ZW> <14/1/2026 5:55:10.488>
<5> <BE239ZW> <14/1/2026 6:5:15.615>
<6> <BE239ZW> <14/1/2026 6:15:58.609>
<4> <BB140KP> <14/1/2026 5:52:37.528>
<5> <BB140KP> <14/1/2026 6:1:43.228>
<6> <BB140KP> <14/1/2026 6:9:33.118>
<1> <TE482EB> <14/1/2026 5:29:54.978>
<2> <TE482EB> <14/1/2026 5:38:54.169>
<3> <TE482EB> <14/1/2026 5:46:26.999>
<4> <TE482EB> <14/1/2026 5:57:48.365>
<5> <TE482EB> <14/1/2026 6:8:0.173>
<6> <TE482EB> <14/1/2026 6:15:8.941>
<1> <ZT783VF> <14/1/2026 5:28:17.219>
<2> <ZT783VF> <14/1/2026 5:38:2.585>
<3> <ZT783VF> <14/1/2026 5:48:5.813>
<4> <ZT783VF> <14/1/2026 5:55:22.177>
<5> <ZT783VF> <14/1/2026 6:1:53.449>
<2> <UG371YS> <14/1/2026 5:37:37.564>
<3> <UG371YS> <14/1/2026 5:47:10.875>
<4> <UG371YS> <14/1/2026 5:54:8.617>
<5> <UG371YS> <14/1/2026 6:0:48.617>
<1> <FW506HO> <14/1/2026 5:24:12.521>
<2> <FW506HO> <14/1/2026 5:32:23.156>
<3> <FW506HO> <14/1/2026 5:40:13.785>
<1> <YX494KK> <14/1/2026 5:22:4.611>
<2> <YX494KK> <14/1/2026 5:29:0.419>
<3> <YX494KK> <14/1/2026 5:36:41.957>
<3> <NJ293ZL> <14/1/2026 5:43:46.232>
<4> <PZ794GI> <14/1/2026 5:44:10.688>
<4> <VI872BL> <14/1/2026 5:46:22.831>
<0> <EL774EU> <14/1/2026 5:16:21.118>
<1> <EL774EU> <14/1/2026 5:24:33.118>
<2> <EL774EU> <14/1/2026 5:32:21.882>
<3> <EL774EU> <14/1/2026 5:39:58.800>
<4> <EL774EU> <14/1/2026 5:47:44.153>
<5> <EL774EU> <14/1/2026 5:59:23.211>
<4> <YP124HI> <14/1/2026 5:52:33.498>
<5> <YP124HI> <14/1/2026 6:0:13.535>
<5> <IH234SW> <14/1/2026 6:13:1.419>
<3> <KV813MT> <14/1/2026 5:37:25.712>
<4> <KV813MT> <14/1/2026 5:45:4.704>
<5> <RE277JN> <14/1/2026 5:52:55.873>
<4> <XV791CI> <14/1/2026 5:54:31.725>
<3> <SA449JN> <14/1/2026 5:50:52.883>
<3> <QX549MJ> <14/1/2026 5:44:11.043>
<4> <QX549MJ> <14/1/2026 5:50:38.140>
<5> <QX549MJ> <14/1/2026 6:2:30.205>
<6> <QX549MJ> <14/1/2026 6:10:36.269>
<1> <AO935GH> <14/1/2026 5:29:13.037>
<2> <AO935GH> <14/1/2026 5:36:54.576>
<3> <AO935GH> <14/1/2026 5:48:33.683>
<4> <AO935GH> <14/1/2026 5:57:4.464>
<5> <AO935GH> <14/1/2026 6:6:45.109>
<6> <MQ632OS> <14/1/2026 6:19:59.552>
<2> <AM621UA> <14/1/2026 5:37:12.867>
<3> <AM621UA> <14/1/2026 5:47:46.841>
<4> <AM621UA> <14/1/2026 5:56:53.780>
<3> <QU482ZC> <14/1/2026 5:46:19.986>
<0> <JG826MF> <14/1/2026 5:17:58.976>
<1> <JG826MF> <14/1/2026 5:27:43.888>
<2> <JG826MF> <14/1/2026 5:36:21.874>
<3> <JG826MF> <14/1/2026 5:42:52.570>
<4> <JG826MF> <14/1/2026 5:49:19.667>
<6> <SJ182LO> <14/1/2026 6:13:56.641>
<1> <RM082ER> <14/1/2026 5:24:2.763>
<3> <VA914MB> <14/1/2026 5:48:8.700>
<4> <VA914MB> <14/1/2026 6:0:24.500>
<0> <NN297DV> <14/1/2026 5:17:48.963>
<1> <NN297DV> <14/1/2026 5:24:19.439>
<2> <NN297DV> <14/1/2026 5:30:58.725>
<3> <NN297DV> <14/1/2026 5:38:40.263>
<4> <NN297DV> <14/1/2026 5:49:32.413>
<5> <NN297DV> <14/1/2026 5:58:9.224>
<2> <VW179UT> <14/1/2026 5:37:0.133>
<3> <VW179UT> <14/1/2026 5:46:7.641>
<3> <KV138FH> <14/1/2026 5:46:10.306>
<4> <KV138FH> <14/1/2026 5:52:48.354>
<5> <KV138FH> <14/1/2026 6:0:38.911>
<6> <KV138FH> <14/1/2026 6:11:58.676>
<0> <QH070HA> <14/1/2026 5:20:9.438>
<1> <QH070HA> <14/1/2026 5:34:5.153>
<2> <QH070HA> <14/1/2026 5:44:25.553>
<3> <QH070HA> <14/1/2026 5:52:25.553>
<4> <QH070HA> <14/1/2026 6:0:10.849>
<1> <VH137IH> <14/1/2026 5:30:4.905>
<2> <VH137IH> <14/1/2026 5:40:19.805>
<3> <VH137IH> <14/1/2026 5:52:37.083>
<4> <VH137IH> <14/1/2026 6:3:41.292>
<1> <ET184IQ> <14/1/2026 5:32:23.634>
<2> <ET184IQ> <14/1/2026 5:44:23.634>
<3> <ET184IQ> <14/1/2026 5:53:15.684>
<4> <ET184IQ> <14/1/2026 5:59:54.791>
<1> <LL294XM> <14/1/2026 5:25:28.305>
<2> <LL294XM> <14/1/2026 5:32:19.241>
<3> <LL294XM> <14/1/2026 5:41:12.575>
<4> <LL294XM> <14/1/2026 5:51:55.575>
<5> <LL294XM> <14/1/2026 6:4:0.075>
<1> <GQ706IL> <14/1/2026 5:30:6.508>
<2> <GQ706IL> <14/1/2026 5:42:55.129>
<3> <GQ706IL> <14/1/2026 5:57:24.017>
<4> <GQ706IL> <14/1/2026 6:5:46.721>
<5> <GQ706IL> <14/1/2026 6:13:48.511>
<1> <QA693NK> <14/1/2026 5:36:12.707>
<2> <QA693NK> <14/1/2026 5:48:9.492>
<3> <QA693NK> <14/1/2026 5:56:43.778>
<4> <QA693NK> <14/1/2026 6:5:24.297>
<5> <ND426FO> <14/1/2026 6:8:11.172>
<6> <ND426FO> <14/1/2026 6:17:16.935>
<4> <GQ737CX> <14/1/2026 6:2:37.110>
<4> <RP274CA> <14/1/2026 5:52:16.595>
<5> <IQ581KS> <14/1/2026 6:6:4.765>
<4> <BY782LL> <14/1/2026 5:52:44.117>
<5> <BY782LL> <14/1/2026 6:4:51.390>
<6> <BY782LL> <14/1/2026 6:12:0.367>
<6> <VF975RQ> <14/1/2026 6:18:22.530>
<5> <JT012RC> <14/1/2026 6:5:58.014>
<4> <MW448NU> <14/1/2026 5:53:48.814>
<3> <LU294WV> <14/1/2026 5:52:54.277>
<5> <VK256QS> <14/1/2026 6:17:31.555>
<6> <VK256QS> <14/1/2026 6:29:37.336>
<1> <XK425DW> <14/1/2026 5:28:17.833>
<2> <XK425DW> <14/1/2026 5:39:55.777>
<3> <XK425DW> <14/1/2026 5:48:31.395>
<4> <XK425DW> <14/1/2026 5:58:57.593>
<2> <IG799UP> <14/1/2026 5:39:34.062>
<3> <IG799UP> <14/1/2026 5:47:32.270>
<4> <IG799UP> <14/1/2026 6:0:36.885>
<5> <IG799UP> <14/1/2026 6:9:30.503>
<6> <IG799UP> <14/1/2026 6:19:56.501>
<3> <NH009MU> <14/1/2026 5:44:7.521>
<4> <NH009MU> <14/1/2026 5:52:20.672>
<5> <NH009MU> <14/1/2026 5:59:42.352>
<6> <JS226ZB> <14/1/2026 6:14:1.416>
<2> <QJ217ZZ> <14/1/2026 5:41:54.409>
<3> <QJ217ZZ> <14/1/2026 5:50:19.072>
<4> <QJ217ZZ> <14/1/2026 6:2:18.890>
<5> <QJ217ZZ> <14/1/2026 6:12:34.663>
